"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"2HUOK2JE1M7PXUNWJ6XO7AC08RROVS","@foxandfriends....presmney. get on the blower and tell one why one should appoint you president. Make it snappy. one doesn't have","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:25:40 UTC 2012"
"25RZ6KW4ZMAZUR52DPH0WNNVVNU7GX","DNC Chair Dodges Question About Obama's Responsibility For Solyndra: http://t.co/yCxzgZBJ via @youtube","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 07:53:33 UTC 2012"
"2NAK9RJ85OZICOVX2KGMWOQ5I2IV7A","RT @fivethirtyeight: Obama unlikely to win by anything like his post-DNC margins. But Romney has no momentum. Obama's state polling is r","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:12:34 UTC 2012"
"2DDOX7H57DZK2PSF6Q4HLM25PEB0AE","Biden: GOP fever will break after election-obama already said he will not","ATBZC1F0M7F2F","none","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sun Nov 18 23:59:37 UTC 2012"
"2AKD5NQYN5F33AXRX3PMVCWYFA27BG","RT @ESOMAR: Philip Garland of Survey Monkey (&amp; #ESOMAR 3D Programme committee) says his company predicts Obama as winner tomorrow (4","A2ZBYVQLDUZOV7","happy","A26L95RMC7I9TB","hopeful","No","no_agreement","Sat Nov 17 05:11:38 UTC 2012"
"2JNL8I9NZW6HR9KZ6EHWFT86DMNVLJ","Pathetic. Obama Is Counting on the Bubba Bailout to Drag Him Across Finish Line http://t.co/3xm5SeU2 #tcot #TeaParty","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 01:23:02 UTC 2012"
"2BZYW2GTP9RAK2J7EBX96SOFB6BTOH","I hope people wake up and decide they are gonna vote today. #Obama","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 15:53:28 UTC 2012"
"24VWIOV1S7SNGN7RMBUYLZ8NCXOKZ5","GOP Candidate posts gun on Facebook along with message to Obama | Liberals Unite http://t.co/QgWX4PI5","A2I8VBHRESMG9S","angry","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 02:16:00 UTC 2012"
"2AGMNCWYB49FM26397S1RONSXBANRK","'if Obama wins I'm moving to Canada.' they're all liberals with free healthcare girl bye","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 01:38:27 UTC 2012"
"298V66RLPHITGR9725BIE2NJU8UF76","@Soledad_OBrien ALL your polls are BULLSHIT!!! Trying to fire up Obama voters or discourage Romney voters. it does'nt matter. OBAMA IS OUT!!","A2TI6FZW8DL9E8","angry","A26L95RMC7I9TB","hopeful","No","no_agreement","Sat Nov 17 07:13:27 UTC 2012"
"2BXJ51Y7QEOZS843TMJTUOFXVJLFCZ","Obama would be the choice for non-Americans if they could vote. http://t.co/4hZb1WPF via @prismatic","A26L95RMC7I9TB","angry","A2TI6FZW8DL9E8","none","No","no_agreement","Sat Nov 17 07:13:51 UTC 2012"
"22H6R70G5R98QIXENOYW0STN2I9AQM","@drewger84 look at the Obama campaign. came along just in time huh? Obama doesn't delER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti... http://t.co/g4pNFa4G","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:22:39 UTC 2012"
"2GDXX2Q45UUK3YCRFSN1VS8OK6USAT","RT @ShaundRoss: Mitt Romney Might As Well Vote For Obama Too !!","A2ZBYVQLDUZOV7","funny","A182JW8U6PO60U","mocking","No","no_agreement","Sun Nov 18 15:23:40 UTC 2012"
"2Z3KH1Q6SVQ8UIMXI4XLDOBVGOUL21","RT @JustenCharters: A vote for Obama is a vote for tyranny.  A vote for Romney is vote to let Americans thrive and be free.","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sat Nov 17 03:39:39 UTC 2012"
"2J5JQ2172Z993RKMCV3VMBU17PHZRC","RT @OFA_OH: A shot of the absolutely packed crowd in Oxford who came out to see First Lady Michelle Obama! http://t.co/8EoIiBTR","A182JW8U6PO60U","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 02:54:03 UTC 2012"
"29AZVXX2Q45U7U4ZQQEI41NSCU98QG","Hmm... How do we want the unfree world destroyed. folks? Quickly and ignorantly with Romney or slowly and slyly with Obama. All roads lead..","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sat Nov 17 15:45:46 UTC 2012"
"2G151RYQM3EL3X0NIIKG2FTEYZHZ0D","@biobot Obama is 'clear' favourite... The media obviously not doing a good enough job on you...","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sun Nov 18 16:43:01 UTC 2012"
"2GH2MIKMN9U82JCE03NW5I3SY4BARN","How the Christian Right Is Preparing for an Obama Win http://t.co/UuXDZoge","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:21:29 UTC 2012"
"2EWRSQV66RLPUS7E95NA3KI66TC4C0","Obama's race to the finish in a divided land http://t.co/vf9vP335 via @theage the divider-in-chief has been a complete disaster","A182JW8U6PO60U","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 16:03:13 UTC 2012"
"2VTDPGFL6VCP99N2FNNIWV1SBYGK5Y","What!! now am the bad guy for not supporting Obama!!..please..My preferred scenario would have Obama run Foreign... http://t.co/ttXdT1fK","A182JW8U6PO60U","angry","A3KDDEV4GCORLB","mocking","No","no_agreement","Sat Nov 17 07:54:54 UTC 2012"
"2162L92HECWAJ7H9GM3F8CP5O3IHI1","@DerrenBrown @mdbuk this chart is sorted in order of Obama support. Not very conclusive","A1ZIJE78NHH669","angry","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 17 01:36:08 UTC 2012"
"2CZ8MZ9O9Z6K9EDX298HZRLFU6HA1R","Jews will voter overwhelmingly for Obama. Most Israeli newspapers endorse Obama","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 16:05:26 UTC 2012"
"2MTMJTUHYW2G6ZN22HJ54M16D4KJO2","Mitt Romney wants to legitimately be President and voting for Barack Obama is the natural way to shut that down. #watchingbp @bpshow","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 07:13:16 UTC 2012"
"21Z1Q6SVQ8H8LW45YVWOJVCI5XQN41","I liked a @YouTube video http://t.co/nGnXcoeH Obama in New Hampshire: All of Us Are Focused on Storm (That's Why He's Out","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 01:19:48 UTC 2012"
"20P9KQW618N4J4BQ4NV55CETRJLLNS","Barack Obama cut an ad on Saturday promoting his faith.His former mentor and pastor Reverend Wright was not invited to participate. Raghead","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 17:04:09 UTC 2012"
"22R2HECWA6X3BYQN7A3PDKXPXOGLKN","Obama ""Revenge"" Quote Reverberates on Campaign Trail http://t.co/qZtmRYz2","ATBZC1F0M7F2F","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:53:44 UTC 2012"
"2J1ENLVWJ5OPOAC689ZYUWB7IV21T3","RT @trscoop: New Romney ad hammers Obama over telling his supports that ""voting is the best revenge"" http://t.co/sfKbhMZb","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:16:32 UTC 2012"
"2IG7QEOZFYQSEM64EY6XZDS4MITGJC","Hurricane Sandy has already created more jobs than Obama has!!!","A26L95RMC7I9TB","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sat Nov 17 05:09:42 UTC 2012"
"2Q9J85OZIZEHZKO0EYFQDEWP1RQAYP","@NiallOfficial if obama doesn't win tomorrow I'm moving to Africa bless","A2ZBYVQLDUZOV7","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 15:59:42 UTC 2012"
"2ZIOUQIHPCGJFNGCGDN55H0JTVL06O","I added the @Obama2012 'Women for Obama' to my pic. Get your own now at http://t.co/tuoDWSB9","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:52:32 UTC 2012"
"2RWSCWY2AOO2TW0P8YFGYSCMAO322T","RT @TheDailyEdge: #Obama: ""I'll ask wealthiest to pay a tiny bit more."" #Romney: ""I'll tax the bottom 95%. take Food Aid from 13M. and e","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 16:35:08 UTC 2012"
"2XE40SPW1INMUQC1WTUNIB6BJS8F2Q","@naimsapri that lazy moment when i said i'm barrack obama and my friend keep guessing who i am.","A2ZBYVQLDUZOV7","funny","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 15:55:32 UTC 2012"
"22ESBRI8IUB2B4NJBRJTTB3L4L4G4M","RT @4inspiration2: To re-elect President Obama would like the Titanic backing up and hitting the iceberg again. http://t.co/H6rw5d13 #Vo","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 07:10:57 UTC 2012"
"2CPWGKCCVLL3PKHEER1PY4C9RWN5V5","The Most Devastating Anti-Obama Election Video of 2012? | Voting American http://t.co/KwcX5esK","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:19:20 UTC 2012"
"2C79746OQ1SN30L1YHR59QKCRXV3NX","RT @bi_politics: Bin Laden Is Dead And General Motors Is Alive. And That's Why Obama Will Win http://t.co/Q8LqXYJm","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 01:39:14 UTC 2012"
"2UJX3V0FK0COXCXPTWYPSK9LV2ZGNH","Obama was against gay marriage up until just recently. I wonder by he would change his opinion now? #BULLSHIT","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 15:52:46 UTC 2012"
"2XGQ4J3NAB6BSWTQG8PI11TJJJ8REY","RT @The_Q_is: CLINT EASTWOOD Slams Obama on Benghazi Scandal: There Should Have Been an Attempt to Save the Men http://t.co/wXhjtejI #tc","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","none","No","no_agreement","Sun Nov 18 18:20:41 UTC 2012"
"2902KYEPLSP7IUZXY6A3WAHQIWOVPH","Bin Laden Is Dead And General Motors Is Alive. And That's Why Obama Will Win http://t.co/xdZYQcsa","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 13:43:12 UTC 2012"
"2X5TBJ3MMDX5SZLYYCBHJ9MD1UBYCF","@SenatorReid STUNNING hypocricy. even Obama could have done better minus YOU!! YOU are the problem.","A2ZBYVQLDUZOV7","angry","A2A2VSZ2C8PC19","funny","No","no_agreement","Sun Nov 18 19:29:11 UTC 2012"
"23ZGYQ4J3NABJLTX7PFY6IT1XP8CPZ","Barack Obama is setting a good example to not only us but to our kids growing up","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 15:40:09 UTC 2012"
"2LRF9SSSHX11WY13LF85N8J4SVUZV5","@mgilson12 gives us hope. Obama does not keep switching his agenda. And quite frankly Mitt doesn't seem like a person who would defend our","A26L95RMC7I9TB","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:45:47 UTC 2012"
"2BXBNFSVGULFGJJ3OGEG9FS3R4G7L3","RT @jman181: 1 day left till we get rid of obama","A2ZBYVQLDUZOV7","angry","A26L95RMC7I9TB","hopeful","No","no_agreement","Sun Nov 18 16:03:25 UTC 2012"
"256GQSCM6IAAF2STM4L08OQKOGXIIV","RT @CAAmyO: Obama started with Hope and ends with Revenge. How the Strawman has fallen.","A26L95RMC7I9TB","angry","A23S6QOSZH9TMT","mocking","No","no_agreement","Sat Nov 17 17:26:20 UTC 2012"
"2O8EOZFYQS1C530Z77ID04IC5KRIL9","@SutcliffeDavid I hear you. brother. I live in Cincinnati and my husband spent four hours in line yesterday for early voting for Obama.","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:35:28 UTC 2012"
"2OM6OQ1SNQQ73GLBXBHKKNR16ZJQ6C","Only in America: venue branding gone crazy. #Obama 's last speech in Virginia last night was in the ""Jiffy Lube Live Amphitheater""","A182JW8U6PO60U","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 17:21:05 UTC 2012"
"2GKMIKMN9U8PM8HJL6NXQ3SU2OFSBO","Fla. remains tough sell to end for Obama. Romney: TAMPA. Fla.  To the last minute. Florida is proving to be an http://t.co/N1yFLae8","ATBZC1F0M7F2F","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 15:57:48 UTC 2012"
"2GZHRRLFQ0ON055STU8OHEGRFDZHQ4","RT @DenverUpdate: Obama tells a crowd of 20000 in Aurora that his work isn't done http://t.co/KbC4ky6M","A2ZBYVQLDUZOV7","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 17 15:42:39 UTC 2012"
"2UV8XMB3Q39ZDLK5LYXTCEVSX1KHST","My cousin said she is not voting b/c the only reason people are voting is b/c Obama is black!!!","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sat Nov 17 15:52:43 UTC 2012"
"2TX0CP5KXPTI0SW8QQVPU7NYACWZYE","RT @realDonaldTrump: Obama's war on women has lead to the biggest decline in female employment in 40 years. 4 more years??","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 03:02:26 UTC 2012"
"21ICOK2JE1M72UYKD1N6WZAC4ADUNU","RT @KearstonBeckett: Obama will grab the early lead on Tuesday until the Republicans get off work.","A2ZBYVQLDUZOV7","hopeful","A182JW8U6PO60U","mocking","No","no_agreement","Sun Nov 18 15:54:11 UTC 2012"
"2HFULRGNTBJ3ZWR8XPG7V62KLH27T6","@InGodIDoTrust Bin Laden's dead. General Motors is alive. That's why Barack Obama is heading back to the White House http://t.co/deUK8AX3","A182JW8U6PO60U","happy","A3169N2SCN3ENK","hopeful","No","no_agreement","Sun Nov 18 02:30:00 UTC 2012"
"20KD21O3W5XHDT30KSTK6EPLWV0GAX","Obama getting the money on Intrade. in dash to the finish. Punters have Romney @ just 31% of winning.","A182JW8U6PO60U","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:00:24 UTC 2012"
"2BC00OQKKA4IV2M3U4T6G0EW4ISYYM","@wseincjudydavid Still Thinking About Voting For Obama?","A2ZBYVQLDUZOV7","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sat Nov 17 15:45:12 UTC 2012"
"2IDP9746OQ1S004IIGY0D1QKGTK2MK","RT @standardnews: Obama would win by a massive landslide if he was running against Romney in the UK. shows a poll http://t.co/DSt99cGg","ATBZC1F0M7F2F","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 15:42:44 UTC 2012"
"2W80ONNVRH1KUYNP8127ENV9PQOWNV","@Telegraph U.S.S.A.: The Sovereignty of the American People will definitely reject:the Obama's policy.whose essence lies far left of center.","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:18:53 UTC 2012"
"2N6Q1SNQQ7Q6KAJCIU3NZ12TUIU8S5","Go out and vote Obama. This is not just about obama. it is also about your mama. #VoteObama #Democrats","A2ZBYVQLDUZOV7","funny","A182JW8U6PO60U","hopeful","No","no_agreement","Sun Nov 18 17:22:57 UTC 2012"
"2Z2MN9U8P9Y3L3A7PSUS2YIM4PMVEW","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti... http://t.co/I2UcfhbF","A26L95RMC7I9TB","hopeful","A2JGEXY1LC5BAY","none","No","no_agreement","Sun Nov 18 04:28:51 UTC 2012"
"2P1HSTLB3L0FOTNTGLAERREVIBJUIE","RT @JoeNYLaw: Listening to Mitt now in Virginia I am struck by this thought: Mitt is a man of compassion &amp; character. Obama is a vil","A26L95RMC7I9TB","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 03:00:22 UTC 2012"
"28J4IXKO2L92UOQ72GO36OCCJ65CDL","@thehill @KevinBogardus Glad to hear this.  Obama surrogates underscore the threat to this country and why change is needed.","A26L95RMC7I9TB","afraid","A2ZBYVQLDUZOV7","happy","No","no_agreement","Sun Nov 18 03:10:19 UTC 2012"
"2TYW40SPW1INZRU9IEA3VAB6FLF1ED","Isn't it scary that Obama told the Russian president to wait until the election is over and he will have more flexibility? #wtf","A26L95RMC7I9TB","afraid","A2ZBYVQLDUZOV7","angry","No","no_agreement","Sun Nov 18 15:30:42 UTC 2012"
"25CQIHPCGJ2DFB2EOFOH8JPPWOV28W","PLEASE RT: If you do one thing today. NH Tweeps. tell your Obama voting friends to #JustSayNo on the three ballot questions.","A26L95RMC7I9TB","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:38:11 UTC 2012"
"2J392HECWA6XG82N4PRCX5KXTZAJKI","RT @debdlund: I believe Mitt Romney is going to lose. That is why the GOP is doing everything in their power to suppress Obama voters.","A26L95RMC7I9TB","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:48:20 UTC 2012"
"25C3K4F0OHOV4BITPUF2T92HIIP21C","0% of US voters have a problem with Obama being black: ABSOLUTELY no Americans. least of all Republicans. have a... http://t.co/bmojELeN","A182JW8U6PO60U","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:53:04 UTC 2012"
"2DMZMAZHHRRLS0EZFXMRP1KHSF7CL1","RT @TheBedKeeper: VOTE #OBAMA... because as Mr. Spock would say. ""The Needs of the Many Outweigh the Needs of the Few--or the 1%"" #tcot ","A2ZBYVQLDUZOV7","funny","A182JW8U6PO60U","mocking","No","no_agreement","Sun Nov 18 17:21:29 UTC 2012"
"2FNPQJQ9OPLLAML5E1OGGKCO3RNZ1G","RT @hypocrisynoted: Our Vote Is Our Power! DO NOT support any political party that tries to prevent Citizens from voting just to win an","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Sat Nov 17 15:43:29 UTC 2012"
"2JZECWA6X3YOPMTB4ZWK5PTIROBNMW","@WilsonLeeFlores true.. super biased.. while liberal media covering up the benghazi gate to save OBAMA. LOVE BUSH ALSO @teddyboylocsin","A2ZBYVQLDUZOV7","angry","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 16:51:34 UTC 2012"
"2F4NCWYB49F9526SPBSJWNST9NYSOS","With less than 72 hours now until the polls open on Election Day. President Obama and Mitt Romney are crisscrossing the nation. hosting...","ATBZC1F0M7F2F","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 15:41:34 UTC 2012"
"2PWR9Y8TNKIMC20GCP8SAOM0TMOV8X","@MaureenWCT @joanwalsh So you are suggesting that obama is sending out these tweets ?  @TwitchyTeam","A2ZBYVQLDUZOV7","mocking","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 16:36:53 UTC 2012"
"2QP46OQ1SNQQK0KISFSQSCNR58M5PK","RT @misciLAINEYous: Did you know obama is literally the only black person in america?","A2ZBYVQLDUZOV7","funny","A2JGEXY1LC5BAY","mocking","No","no_agreement","Sun Nov 18 15:53:39 UTC 2012"
"2NSUC26DG67DE7H6SPB0KOK2NKUD6U","RT @_BarbieWink: Thanks too #Election Day were out of school  Tuesday we need too thank Obama &amp; Mitt Romney Ass","ATBZC1F0M7F2F","happy","A2JGEXY1LC5BAY","mocking","No","no_agreement","Sun Nov 18 15:39:13 UTC 2012"
"2C79746OQ1SN30L1YHR59QKCRXUN3G","@AgnesphAgnes @MMFlint. I remember paying over $5 per gallon under Bush The Stupid. Obama is no more and no less a liar than Romney.","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 19 08:17:44 UTC 2012"
"2C4EC1PC6SK94TMGG99ZMHMAEVG0OE","Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spen... http://t.co/LFpK2e25","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 01:03:19 UTC 2012"
"2FNCOW0LGRZ3LM5QDMXVVUZWHXV8ZB","RT @BarackObama: President Obama: ""Gov. Romney's been having a tough time here in Ohio because everyone knows he was against saving the ","AL7M7T6WKQPIV","none","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 07:55:59 UTC 2012"
"2E2NQY2RCJK6G99PVRI0SUIAUFCT48","Bin Laden raid movie criticised as pro-Obama: A film that dramatises the raid on Osama Bin Laden's hideaway by U... http://t.co/poYbrYys","ATBZC1F0M7F2F","mocking","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sun Nov 18 15:53:06 UTC 2012"
"2TOSK9RJ85OZV9SSEK1PUOOQ9KOU6K","America at a Crossroads special examines the record of the #Obama administration two days before election http://t.co/tHpjVfsy #vote","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 23:58:19 UTC 2012"
"2TJPC6SK9RJ8IYDTRO8MIAPMSUIR37","@1SupremeGoddess If the media was doing their job. they would find a video of Obama partying in Las Vegas the night of 9/11/12!!","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 07:31:16 UTC 2012"
"2NCXFCD45XCE6XR3F3BIV3TGTASYWN","Some girl told me she and her mom both voted for obama. I asked whats your reasoning? She said because we are middle class people are stupid","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 19:01:35 UTC 2012"
"2776AUC26DG6KNF8V5RFS0COO8CB40","#Obama might have Colin Powell. but THIS is an impressive list of military heavy-hitters endorsing #RomneyRyan2012 http://t.co/lmTQSmDz","A2ZBYVQLDUZOV7","happy","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 08:07:54 UTC 2012"
"2IG7QEOZFYQSEM64EY6XZDS4MIUGJD","RT @WhoaaBiebah: They gave George Bush 8 years to fuck everything up. at least give Obama 8 years to fix it. I know who I'm voting for!","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","happy","No","no_agreement","Mon Nov 19 01:25:47 UTC 2012"
"2V9ILKH1Q6SV3IVJ0WHUEL5OF15J0D","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86%: With one day to go in the U.S. presidenti... http://t.co/exDWZzcb","A2ZBYVQLDUZOV7","happy","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 05:45:18 UTC 2012"
"222H1Q6SVQ8HLI01MGC5WBVCM7L3MX","RT @rboese: Obama. Romney launch final attempt to woo voters in battleground states - CTV News http://t.co/niHojnwB","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 23:32:22 UTC 2012"
"2NA8SV7WGKCC8VZE4KU3UHAPUA51RQ","I don't care who you are voting for. just admit the Obama campaign is a machine. He should be getting killed.","A1Y6CLBM5VJQKD","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 16:06:59 UTC 2012"
"2QFBNVP3TVOKI4TUXBP7YEOZJ4J03I","RT @JB_BrittainJ: Obama started with Hope and ends with Revenge. How the Strawman has fallen.","A3169N2SCN3ENK","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 13:45:09 UTC 2012"
"28R8D8J3VE7W527YQM73UCK8EZVYIH","Report Reveals Obama Campaign Borrowed $15 Million From Bank of America  http://t.co/ayVXPMff","AL7M7T6WKQPIV","none","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sun Nov 18 23:45:03 UTC 2012"
"2YQMZ9O9Z6KWH90LRR8RZLFQ4UG2BV","RT @BarackObama: President Obama: ""No matter how tough times are. we're all in this together. We rise and fall as one nation. as one peo","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:37:26 UTC 2012"
"2TEA6X3YOCCFDM3GC7GTQNII149QPI","@philipjcowley Indeed not. That's where partisan prefs would kick in. But would arguably be harder for Obama the candidate to succeed here.","A2ZBYVQLDUZOV7","afraid","AL7M7T6WKQPIV","none","No","no_agreement","Sun Nov 18 18:22:21 UTC 2012"
"2VU1PC6SK9RJLF2AA95HUAAPQUH2Q7","RT @TonyPhyrillas: Eleven Newspapers Switch To Romney. Just One to Obama http://t.co/0oWWxRqZ via @BreitbartNews","A2ZBYVQLDUZOV7","hopeful","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 02:52:43 UTC 2012"
"25HFYQS1CSTM1PB252VIK1EYHTQLO7","Obama. Romney make a mad dash in a final bid for votes: President Obama and GOP challenger Mitt Romney will spen... http://t.co/295kspY7","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 23:59:18 UTC 2012"
"2LX0OHOVR14IAU2DDJTHMCWAA3X65G","obama for president","AL7M7T6WKQPIV","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 18:34:30 UTC 2012"
"2EXB0HFL42J1Y8JJ3HT7U0IGJQB0LX","@Blakkrasta MAMA MAMA COME MAKE WE TALK ABOUT BARACK OBAMA....","A2ZBYVQLDUZOV7","happy","A23S6QOSZH9TMT","none","No","no_agreement","Sat Nov 17 17:25:59 UTC 2012"
"20BUHYW2GTP94KL3X6D1E9YSSLZRMN","RT @boobygraffoe: Between them Obama and Romney have spent $1.605.000.000 trying to convince the American public that they know how to d","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 01:12:15 UTC 2012"
"29UGW40SPW1I0WVRQ0VJBNABAH80DG","RT @BarackObama: ""Our economy grows best. the markets do best. when everybody has a chance to succeed. When everybody has a good educati","A2ZBYVQLDUZOV7","happy","A182JW8U6PO60U","hopeful","No","no_agreement","Sun Nov 18 12:45:03 UTC 2012"
"2Q9J85OZIZEHZKO0EYFQDEWP1RQYAD","RT @iBuyMyOwnShit: When Obama is taken out of context it's ""You know what he meant!"" But Romney's taken out of context and its ""No no. h","A2ZBYVQLDUZOV7","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 17:05:37 UTC 2012"
"2W342J1LY58BKCLXSS7FSHD1A48Q5W","Obama in New Hampshire. As long as Im president. Ill work with anybody. accidentally omitted: ""with the same ideology as me"". #tcot","A2ZBYVQLDUZOV7","hopeful","A23S6QOSZH9TMT","mocking","No","no_agreement","Sat Nov 17 17:55:04 UTC 2012"
"2SVPGFL6VCPWCJ5Y569O31S7WTWL6I","HURRAH! #voteobama Obama ahead in new poll as president's camp accuses Romney of desperation http://t.co/mrdXT8oP via @guardian","A3169N2SCN3ENK","happy","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 13:47:33 UTC 2012"
